geneId	nbUmis	nbIsoformSet	nbIsoformNotSet
Rhd	1	1	0
Gatm	3	3	0
RP23-446G23.1	2	2	0
RP23-302C16.2	2	0	2
RP23-291B1.2	9	9	0
RP23-79H24.4	2	0	2
Rho	1	0	1
Ikbkap	47	4	43
RP23-6C18.5	1	1	0
Tmco3	20	5	15
Tmco4	3	0	3
Tmco1	82	63	19
Spsb2	2	1	1
Psmd7	333	268	65
Spsb3	64	39	25
Psmd6	240	229	11
Rarg	3	1	2
Psmd9	89	61	28
Spsb1	2	0	2
Psmd8	343	308	35
Psmd3	131	71	60
Psmd2	215	84	131
Psmd5	66	43	23
Psmd4	300	246	54
AC125047.1	2	2	0
Psmd1	144	2	142
Spsb4	26	19	7
Ccl25	31	2	29
RP24-211P23.2	4	4	0
Rars	51	32	19
Tubb4b	475	431	44
Tubb4a	112	43	69
Brinp2	31	5	26
Brinp1	12	3	9
Rnpepl1	55	13	42
Nepro	5	3	2
Tmem194b	4	3	1
Brinp3	1	0	1
Trp53rkb	20	8	12
Chrnb2	15	2	13
Trp53rka	44	27	17
Chrnb1	1	0	1
Emx2os	3	0	3
Popdc3	10	0	10
Adamts1	13	2	11
Btaf1	20	0	20
Tubb2b	9527	8670	857
Adamts5	5	0	5
Tubb2a	872	768	104
Adamts4	8	1	7
RP23-31K14.3	336	336	0
Adamts3	3	0	3
Adamts2	5	0	5
Rab3gap2	4	0	4
Adamts7	6	1	5
Adamts6	2	0	2
Rab3gap1	11	1	10
Gtf2i	97	1	96
RP23-261M19.4	3	0	3
Nomo1	20	1	19
Cept1	17	12	5
Gtf2b	90	72	18
Pipox	6	1	5
Sesn2	3	2	1
Gm26902	1	0	1
Sesn1	25	5	20
Scmh1	63	38	25
Rilpl2	36	30	6
Rilpl1	17	12	5
Sesn3	23	8	15
Dydc2	1	0	1
RP23-15M14.8	1	1	0
RP23-15M14.9	1	1	0
Rlf	21	9	12
Map4k5	22	0	22
Map4k4	213	23	190
Mtm1	2	0	2
Map4k3	12	0	12
RP24-483E18.2	1	1	0
Gtf3a	142	116	26
Otx2os1	3	0	3
RP24-89J20.1	2	2	0
Ptpre	7	0	7
Ptprd	164	0	164
Ptpra	120	30	90
RP24-282D16.9	2	2	0
Map4k2	2	0	2
Mypop	13	8	5
Mfap3l	1	0	1
Map4k1	7	1	6
Mtl5	1	0	1
CH25-660D15.2	15	7	8
Chrna7	3	3	0
Chrna5	1	0	1
RP24-282D16.3	1	0	1
RP23-104G16.1	7	0	7
Lztfl1	122	25	97
RP24-200D20.2	26	26	0
Sap30l	30	21	9
Picalm	29	0	29
Galnt1	28	6	22
Galnt3	1	0	1
Galnt2	1	0	1
Mto1	34	17	17
Galnt7	5	2	3
RP23-202C2.2	1	1	0
Rp2	14	6	8
RP24-465O15.1	3	3	0
RP24-176F12.12	2	2	0
Rp9	226	178	48
RP24-176F12.14	82	80	2
Nadk2	20	1	19
Psme2b	14	14	0
Tha1	1	0	1
RP23-49H16.3	7	0	7
RP23-49H16.1	23	11	12
Map1lc3a	443	404	39
Map1lc3b	696	646	50
Ganab	42	0	42
Ctdnep1	36	14	22
Rpe	42	25	17
Rrnad1	45	4	41
Ptpn9	24	6	18
Ptpn3	1	0	1
Rnu12	4	4	0
Ptpn2	38	23	15
Mtor	19	10	9
Ptpn5	27	11	16
Ptpn4	30	0	30
Acadvl	43	36	7
Ptpn1	111	75	36
RP24-69N19.1	2	2	0
WI1-2075L23.1	2	2	0
RP24-96D10.2	2	0	2
Galnt9	13	7	6
Rs1	1	0	1
Rpl17-ps5	602	602	0
Rpl17-ps8	190	190	0
Rpl17-ps9	486	486	0
Dicer1	47	1	46
Rpl17-ps3	311	311	0
Mki67	79	0	79
Gm24305	1	1	0
Gm25636	2	2	0
RP23-155D8.5	3	1	2
Serbp1	870	612	258
Aqp9	2	0	2
Rrh	5	0	5
Aqp5	1	1	0
Aqp4	1	0	1
Gba2	30	13	17
RP23-83N21.1	2	2	0
RP23-449L24.3	7	7	0
Cldnd1	134	92	42
Mvb12a	52	37	15
Heca	2	0	2
Mvb12b	84	25	59
RP23-449L24.1	16	0	16
Gm25630	11	11	0
RP23-275P21.2	2	2	0
Mtpn	287	38	249
RP24-202L5.2	335	325	10
Sympk	39	7	32
Gsdmc4	1	0	1
Ahdc1	35	1	34
Wrap73	58	45	13
Dmrta2os	6	4	2
Cep85l	7	0	7
Tfip11	17	7	10
Btrc	27	6	21
RP24-374F22.1	1	1	0
Slc45a4	7	0	7
Slc45a1	6	2	4
Gbas	42	30	12
RP24-286L23.3	1	1	0
Rbak	13	9	4
Wrap53	20	14	6
Mtrr	6	2	4
Ranbp3l	1	0	1
Sox6os	1	0	1
Zzz3	47	1	46
RP23-302F9.4	1	0	1
RP23-438P19.11	18	7	11
Keap1	94	42	52
Cldn34c1	35	24	11
AC134827.3	10	0	10
AC134827.2	2	2	0
RP23-169J21.3	1	0	1
Gbe1	4	0	4
Ramp1	2	2	0
RP23-364J19.1	2	2	0
Ptprs	219	10	209
Ptprr	5	0	5
RP23-387P23.1	1	1	0
Ptpru	6	0	6
Ptprt	8	0	8
RP23-355G16.9	4	0	4
RP23-240G3.4	3	3	0
Ptpro	19	1	18
Ptprn	6	2	4
RP23-387P23.6	2	1	1
Ptprk	49	2	47
Ptprj	5	0	5
Ptprm	2	0	2
Rnu5g	6	6	0
Rnasel	22	0	22
Ptprg	13	3	10
Ptprf	57	0	57
Ptprh	1	0	1
Efcab1	1	1	0
Efcab2	11	7	4
Heg1	22	0	22
Mttp	18	0	18
Gdpgp1	4	1	3
Alpk1	2	0	2
Acvr1	11	1	10
RP24-126J17.4	1	0	1
Efcab6	3	0	3
Gm26910	9	1	8
Efcab9	1	0	1
RP24-67A10.1	1	0	1
Efcab7	3	0	3
RP24-464B16.1	7	7	0
Scml2	2	1	1
Scml4	5	2	3
Gm25617	1	0	1
RP24-498P8.3	2	2	0
Znrd1as	11	11	0
RP23-239F1.2	8	8	0
RP23-239F1.3	22	22	0
Zmpste24	11	5	6
Rsad1	10	0	10
Uspl1	17	0	17
RP23-235E15.5	2	2	0
Gxylt2	1	0	1
RP23-235E15.1	2	2	0
Gxylt1	20	0	20
Slc32a1	34	29	5
Mtx1	63	54	9
Mtx2	142	128	14
Ryk	54	5	49
Mtx3	5	0	5
Gbf1	34	2	32
RP24-494L17.1	2	2	0
Mad1l1	17	9	8
Ranbp10	10	2	8
Ramp3	4	3	1
Ramp2	8	8	0
Ranbp17	5	0	5
RP23-292C19.1	1	0	1
RP24-66E22.1	1	1	0
Mtss1l	28	0	28
Rps15-ps2	38	38	0
RP24-260F19.4	3	3	0
Zgpat	1	0	1
AC164607.1	352	352	0
RP23-78N8.5	2	2	0
Gm23054	1	1	0
RP23-218A4.8	2	0	2
Dusp26	25	24	1
RP23-385N1.1	2	2	0
Dusp28	16	13	3
RP23-78N8.3	7	4	3
RP23-78N8.4	1	1	0
AC127338.1	59	59	0
RP24-352B14.2	1	1	0
RP23-70B19.5	5	5	0
Rbfa	62	53	9
RP24-352B14.1	4	4	0
RP24-114M8.2	34	34	0
Lmtk2	3	0	3
Lmtk3	34	1	33
Smchd1	125	0	125
RP23-94N18.4	1	0	1
RP24-500I4.1	1	0	1
Dusp22	7	4	3
Gm24379	1	1	0
Dusp23	8	7	1
Helq	14	0	14
Nr3c1	6	0	6
RP23-9P6.2	2	0	2
Helt	2	2	0
Helz	53	0	53
RP23-34E15.5	2	2	0
Selo	22	9	13
Selm	58	53	5
Selk	610	589	21
Bicral	6	0	6
RP23-25M3.6	4	0	4
Selt	95	13	82
Nkapl	18	18	0
RP23-393B19.1	2	1	1
Mfsd7b	6	1	5
Fam167a	6	0	6
Helb	4	1	3
Sem1	866	834	32
RP23-34E15.2	1	1	0
Gm24399	1	1	0
Inhba	8	0	8
Inhbb	17	12	5
RP24-81L3.1	1	1	0
AC131791.1	33	11	22
Kctd20	56	33	23
Kctd21	3	1	2
Atg101	111	106	5
Rbm3	589	508	81
Rbm4	3	0	3
Hmgcs1	272	150	122
RP24-333C3.4	1	0	1
RP23-394K8.5	8	8	0
Rbm7	87	69	18
RP24-333C3.1	1	0	1
Rbks	2	1	1
Rbm5	194	26	168
Rbm6	143	11	132
Ppdpf	644	515	129
RP23-65J2.1	1	1	0
Kctd10	42	24	18
Gap43	489	368	121
RP23-413C3.4	2	2	0
Kctd15	35	14	21
Kctd17	82	31	51
Kctd18	27	5	22
Kctd12	6	0	6
RP24-152H15.3	3	0	3
Kctd13	7	0	7
Kctd14	1	1	0
Rbl2	5	0	5
RP23-40G2.3	63	50	13
Rbl1	6	0	6
RP23-469K15.2	12	12	0
Fam161a	3	0	3
RP23-460A13.2	2	2	0
Sag	2	0	2
Fam161b	23	0	23
Anp32b-ps1	4	4	0
Dusp14	24	19	5
Dusp15	9	6	3
Dusp16	6	0	6
Dusp18	27	12	15
Pmepa1	32	3	29
RP24-213M16.1	4	4	0
Tmem86b	1	0	1
Tmem86a	13	10	3
RP23-198F6.2	1	1	0
Nxf1	283	200	83
Fam162a	156	135	21
Pdap1	596	204	392
Gm24366	1	1	0
Hes1	14	10	4
Bub3	264	192	72
Gm25694	1	1	0
Dusp10	13	3	10
Hes5	112	63	49
Rbmx	182	34	148
Bub1	23	2	21
Dusp11	74	14	60
Dusp12	30	20	10
Muc6	4	0	4
Clcn6	20	1	19
Clcn7	13	0	13
Clcn4	158	4	154
Clcn5	8	0	8
Thrb	1	0	1
Thra	742	303	439
RP23-183D11.6	9	9	0
Tmem87a	8	3	5
Poc1b	30	14	16
Tmem87b	14	1	13
Poc1a	16	11	5
RP23-183D11.8	10	0	10
Fam163a	3	0	3
Ostf1	12	12	0
Rnaseh2c	171	156	15
Rnaseh2b	112	80	32
Fam163b	2	2	0
Rnaseh2a	59	53	6
RP23-82I5.2	26	22	4
Morn1	6	2	4
Sct	1	1	0
Morn2	48	41	7
Morn4	73	39	34
RP23-313O9.1	75	52	23
Scx	5	5	0
Nfrkb	49	0	49
Serf1	731	698	33
L1cam	63	3	60
Serf2	630	588	42
Pcdh10	35	5	30
Trrap	34	3	31
Pcdh17	22	2	20
Pcdh19	28	2	26
Pcdh18	7	1	6
Pcdh15	1	0	1
Sf1	102	25	77
RP24-432B3.4	6	6	0
Hes6	262	214	48
Hes7	3	0	3
Trmt2a	43	26	17
Trmt2b	5	2	3
Nr1h4	3	0	3
Galr1	2	1	1
Nr1h2	45	23	22
Araf	50	13	37
Snrpb2	200	122	78
Rhebl1	39	26	13
Trmt1l	40	8	32
Rbp4	1	1	0
Dixdc1	26	11	15
Rbp1	68	66	2
RP23-160G19.10	4	4	0
Fam90a1b	2	0	2
Lrba	6	0	6
AC120859.3	3	0	3
Set	713	438	275
Thy1	20	12	8
Snrpa1	13	0	13
RP23-337K17.1	6	6	0
Setx	25	0	25
Errfi1	13	12	1
Rexo1	81	3	78
RP23-99B10.2	75	75	0
Rexo4	48	27	21
Rexo2	92	83	9
RP23-359C15.4	2	0	2
Nolc1	106	15	91
RP23-454I20.1	18	18	0
Rbpj	56	1	55
RP23-114N1.5	2	2	0
Pcdh20	3	3	0
Trmt11	14	5	9
Trmt12	8	8	0
Trmt13	33	1	32
RP23-75E19.1	1	0	1
Arf4	532	457	75
Arf3	233	10	223
Arf2	67	52	15
RP23-226P4.9	2	2	0
Dstyk	15	1	14
Arf1	504	377	127
Depdc7	1	0	1
Mansc1	1	1	0
Depdc5	16	0	16
Shb	28	18	10
Rbsn	24	3	21
Smim10l1	96	5	91
Shd	51	27	24
Shf	21	4	17
Obox3-ps7	1	0	1
Tnfrsf1a	6	6	0
Hey2	1	0	1
Hyls1	3	2	1
Hey1	18	12	6
RP23-359M9.2	4	4	0
RP23-359M9.5	1	0	1
Arg2	13	11	2
RP23-353J21.5	1	1	0
Areg	1	0	1
Rpl7-ps7	1	1	0
Anapc11	361	322	39
Usp9x	49	0	49
Anapc10	70	26	44
RP23-353J21.9	38	5	33
Tuba4a	10	9	1
Anapc16	121	101	20
RP24-201D17.2	1	1	0
RP23-251E2.4	15	0	15
Sis	1	0	1
Anapc13	187	127	60
Myom3	1	0	1
Anapc15	66	19	47
Arf6	65	47	18
Arf5	710	626	84
RP23-354A20.1	31	1	30
Anxa7	8	4	4
Anxa6	17	4	13
Sez6	116	13	103
RP23-188J8.3	1	0	1
Gbx2	1	1	0
Vkorc1l1	28	14	14
Bcap29	14	6	8
RP23-273D6.2	37	0	37
Agbl4	1	0	1
Tnfrsf23	2	0	2
Agbl5	10	0	10
RP23-378B3.2	6	0	6
Tnfrsf21	32	12	20
Hexa	40	18	22
RP24-238B3.4	15	12	3
Col23a1	1	0	1
Hexb	5	5	0
Agbl3	9	2	7
Hs6st2	53	2	51
Bcap31	70	50	20
Hs6st1	16	1	15
Ski	54	0	54
Tnfrsf19	22	5	17
RP24-290F15.1	5	5	0
Serping1	7	1	6
Tuba1b	83	0	83
Tuba1a	3642	0	3642
Tuba1c	70	62	8
Mum1	42	16	26
Sla	51	31	20
RP24-491A6.3	1	1	0
RP24-491A6.2	20	20	0
Slk	8	0	8
RP23-57P23.2	2	0	2
Sln	5	5	0
Hvcn1	2	1	1
RP23-57P23.5	2	1	1
Serpinf1	1	0	1
RP24-491A6.1	1	1	0
RP23-14N2.1	1	0	1
Arid1a	101	1	100
Arid1b	19	0	19
Mad2l2	105	60	45
RP23-10D15.2	1	1	0
Pcdhga11	1	0	1
RP23-86P2.1	4	4	0
Pcdhga12	44	0	44
Mul1	22	13	9
Tmem183a	112	79	33
Washc2	45	0	45
Mad2l1	41	31	10
Washc3	60	47	13
RP23-79G18.5	12	12	0
Lhcgr	2	0	2
Rbx1	875	801	74
Washc1	57	35	22
Klhl18	14	0	14
Washc5	16	0	16
RP23-246L14.3	2	0	2
Smo	33	2	31
Klhl15	6	1	5
Klhl12	26	5	21
Sms	178	56	122
Anxa5	21	16	5
Klhl13	33	5	28
Serpine2	16	5	11
Hnrnpdl	478	282	196
Anxa4	2	1	1
Klhl11	2	2	0
Anxa2	9	7	2
RP23-100C5.11	9	9	0
Rpp25l	101	86	15
AC099599.1	2	0	2
Ces4a	1	0	1
Eftud2	107	44	63
Arl6	59	55	4
Serpini1	72	46	26
Arl3	332	302	30
RP23-349D13.3	4	2	2
Arl2	72	56	16
Arl1	182	166	16
Appbp2	81	44	37
Bmp2k	3	0	3
RP23-137C6.6	1	1	0
AC068006.4	3	3	0
Csrnp2	16	2	14
Csrnp3	92	16	76
Klhl29	8	0	8
Snn	193	124	69
Csrnp1	2	0	2
Sp2	14	0	14
Klhl28	13	11	2
Sp1	11	1	10
Klhl25	15	7	8
Sp4	20	0	20
Klhl26	10	4	6
Sp3	53	23	30
Klhl23	59	7	52
Sp6	1	0	1
Klhl24	52	8	44
Sp5	5	3	2
Btbd6	37	24	13
Klhl21	7	0	7
Sp8	13	0	13
Btbd7	11	9	2
Klhl22	44	3	41
Btbd8	2	0	2
Nmral1	108	85	23
Btbd9	92	45	47
Klhl20	12	5	7
Sp9	112	71	41
Tmem181a	4	0	4
Tia1	251	19	232
Ces5a	1	0	1
Serpinh1	66	43	23
Nacc1	24	1	23
Nacc2	15	1	14
Nacad	39	5	34
RP23-378O9.1	22	22	0
G6pc3	28	25	3
Son	363	0	363
RP23-378O9.2	17	17	0
Klhl36	8	4	4
Safb2	59	5	54
Klhl35	18	11	7
Klhl32	18	5	13
Klhl31	6	0	6
Zzef1	29	1	28
Hnrnpab	872	323	549
RP23-72M20.6	12	0	12
Nxt1	82	78	4
RP23-217J11.1	1	0	1
Serhl	6	5	1
Nxt2	23	19	4
RP23-173N16.3	2	0	2
Psmd12	131	82	49
Psmd11	260	193	67
Psmd10	57	49	8
Spr	44	40	4
RP23-173N16.6	10	1	9
Psmd14	249	168	81
Psmd13	224	186	38
Hdgfrp2	110	54	56
RP23-95L9.7	2	0	2
RP23-355N20.7	2	0	2
Hdgfrp3	322	175	147
Spx	1	0	1
Arid5b	29	0	29
Klhl42	4	2	2
Klhl40	2	2	0
RP23-393D20.3	7	7	0
RP23-423B11.3	2	1	1
Btbd1	127	84	43
RP23-95L9.3	1	1	0
RP23-412F10.4	2	2	0
Btbd2	88	48	40
RP23-95L9.6	1	1	0
Btbd3	12	5	7
RP23-95L9.5	7	2	5
Efhd2	79	54	25
RP23-422F22.2	1	1	0
Vcpip1	34	2	32
Hnrnpa3	76	1	75
Athl1	8	1	7
RP24-496A9.6	4	4	0
Mapkbp1	9	0	9
Arid4b	180	48	132
Arid4a	102	6	96
Egfem1	3	0	3
Foxred1	23	5	18
Lrp1	62	4	58
RP23-224E21.2	6	6	0
Src	39	9	30
Srf	6	1	5
Lrp6	34	0	34
Arnt	22	3	19
RP24-308M3.2	3	3	0
Lrp8	112	1	111
Syndig1	11	6	5
Sri	64	55	9
Lrp2	3	0	3
Tmem184b	14	7	7
Srl	11	0	11
Lrp3	35	2	33
Tmem184c	69	46	23
Lrp4	2	0	2
Lrp5	1	0	1
Srm	161	121	40
Hnrnpa1	1511	996	515
Srr	29	16	13
Hnrnpa0	106	106	0
Mphosph10	49	26	23
St5	2	0	2
G6pdx	31	7	24
St7	51	34	17
Arid3a	10	3	7
Arid3b	11	1	10
Srxn1	5	5	0
Maip1	57	38	19
Bcs1l	28	15	13
Foxred2	20	6	14
RP23-218F13.4	1	1	0
Ssb	609	141	468
RP23-82P18.4	2	2	0
Tmem185b	12	1	11
AC109220.5	2	2	0
AC125262.1	2	0	2
Sst	40	40	0
Mak16	89	16	73
Ddhd1	11	0	11
RP24-196I12.2	1	1	0
Ddhd2	27	0	27
Nif3l1	45	22	23
Chst10	28	15	13
Lrr1	19	17	2
Chst11	5	0	5
Slc44a5	3	0	3
Chst12	19	16	3
Slc44a1	8	0	8
Slc44a2	15	3	12
Ulk4	17	0	17
Sprtn	7	1	6
Atp6v0a2	21	3	18
Gcc2	60	2	58
Tmem178b	21	0	21
Gcc1	7	5	2
Chst14	2	0	2
RP23-161N17.13	1	0	1
Scn1a	8	0	8
Chst15	43	0	43
Gm11110	3	0	3
Atp6v0a1	28	4	24
Scn1b	6	5	1
Smim3	1	1	0
Telo2	61	31	30
Smim4	37	37	0
Smim1	1	0	1
Rcc1	54	32	22
Sh3bp5l	28	15	13
Ptov1	1065	340	725
RP23-243M12.8	2	2	0
Smim7	166	138	28
Smim8	31	29	2
Hfe2	1	0	1
RP23-218K15.3	3	0	3
Vsig8	1	0	1
Scn2b	1	1	0
RP23-218K15.7	4	4	0
Tbcel	20	6	14
Zfand2b	31	17	14
Zfand2a	7	5	2
Ulk1	35	3	32
Ulk2	35	5	30
Tifa	1	1	0
Asprv1	1	1	0
Arsa	4	0	4
Tmem176a	4	2	2
Tmcc3	2	0	2
Tmem176b	52	44	8
RP23-294B14.3	2	0	2
Tmcc1	90	8	82
Tmcc2	23	7	16
RP24-66E21.8	23	23	0
RP23-45G4.2	1	1	0
Art3	1	0	1
Zbtb8b	4	2	2
Ppp1r3e	2	0	2
Ppp1r3c	1	1	0
Rabgap1	75	1	74
RP24-238A21.1	1	0	1
Rce1	33	14	19
RP24-164P4.3	2	0	2
RP23-21P2.2	2	2	0
Slain2	59	3	56
RP23-21P2.4	1	1	0
Slain1	102	66	36
RP23-21P2.5	5	5	0
Rcc2	44	0	44
RP23-21P2.6	1	1	0
RP23-21P2.7	2	2	0
RP23-21P2.8	4	4	0
Fdxacb1	4	1	3
RP24-512D20.3	4	0	4
RP24-118H2.2	1	0	1
Zbtb7a	32	5	27
Zbtb8a	21	12	9
Igsf8	156	96	60
RP23-226M12.1	10	0	10
Gabpb2	9	0	9
Igsf1	1	0	1
Arsk	7	3	4
Igsf3	123	13	110
Arsj	1	0	1
RP24-124B23.9	1	0	1
RP23-434H17.3	3	3	0
Fam171b	92	23	69
Arsi	1	1	0
Crabp1	4	2	2
RP24-124B23.7	1	1	0
Crabp2	5	4	1
Gabpb1	43	25	18
Arsg	2	0	2
RP24-124B23.4	3	0	3
Igsf9	33	7	26
RP24-124B23.2	1608	1608	0
Arsb	7	0	7
Cckar	1	0	1
RP24-373J20.5	14	14	0
Sectm1a	1	0	1
RP23-470F15.2	1	0	1
Arv1	7	1	6
RP24-74L7.3	1	1	0
Ppcdc	9	3	6
Gcdh	19	12	7
Slc31a2	5	2	3
Slc31a1	31	18	13
Frrs1l	19	7	12
Syp	75	32	43
Zswim1	16	11	5
Prim2	38	28	10
Zswim3	3	3	0
Zswim4	9	0	9
Zswim5	10	0	10
Zswim6	32	2	30
Zswim7	9	9	0
Zswim8	42	7	35
Prim1	64	49	15
AC101915.2	6	5	1
Sfi1	4	0	4
Serp1	116	82	34
Gm24407	1	1	0
Gm24405	1	1	0
Serp2	203	181	22
Slc7a14	3	0	3
WI1-955B2.1	48	6	42
Slc7a10	3	1	2
AC162689.1	16	2	14
Hmgb1-rs16	1	1	0
RP23-350C1.3	5	0	5
RP23-431C5.1	3	3	0
RP23-350C1.4	2	0	2
Tmsb4x	14979	14407	572
RP23-207N5.5	1	0	1
RP23-207N5.4	11	11	0
Teddm2	4	0	4
Ppp1r9b	54	10	44
Ppp1r9a	59	0	59
RP23-207N5.1	98	28	70
Dfna5	24	6	18
Tardbp	108	44	64
RP23-207N5.2	46	9	37
RP23-353K7.9	3	0	3
RP23-288C18.3	6	6	0
RP24-112I14.3	1	0	1
Nr2c2	26	3	23
Nr2c1	7	1	6
Scn9a	3	0	3
RP23-315F3.4	1	1	0
Kansl1l	15	1	14
RP23-265I19.1	28	28	0
AC090443.3	11	0	11
Mir7243	1	1	0
RP23-338C22.1	15	0	15
RP23-338C22.2	9	2	7
Hfm1	6	0	6
RP23-461P7.1	6	6	0
AC119856.2	1	1	0
Fam177a	3	2	1
RP24-501L6.3	1	0	1
Cntrob	16	6	10
Tmsb10	11138	10821	317
Gclc	15	3	12
Zbtb26	6	0	6
Zbtb25	19	10	9
Zbtb24	20	13	7
Zbtb22	22	17	5
AC155806.4	10	5	5
Zbtb21	3	1	2
Zbtb20	653	3	650
Gclm	47	37	10
Mir7224	2	2	0
Ifi203-ps	1	0	1
Ralyl	37	20	17
Cyc1	360	324	36
Trmt112	157	152	5
Eef2k	26	11	15
Gorasp1	9	4	5
Gorasp2	72	30	42
Fastk	55	34	21
Scn8a	33	0	33
Dmap1	62	17	45
Rcl1	20	20	0
Adprhl2	82	50	32
Fam179b	9	0	9
RP23-147K15.4	12	0	12
Adprhl1	1	1	0
RP23-147K15.3	20	0	20
Zbtb18	258	79	179
AC131706.1	1	1	0
RP24-535M14.1	1	1	0
Zbtb17	32	5	27
Trmt10a	17	3	14
RP23-246F18.8	5	5	0
Zbtb16	10	8	2
Cyba	7	6	1
RP23-162C3.1	2	0	2
AC152164.1	60	0	60
Trmt10c	27	25	2
Zbtb14	24	9	15
Trmt10b	15	5	10
Mir7236	3	3	0
AC152164.3	22	0	22
Zbtb12	141	107	34
Zbtb11	8	2	6
RP24-225A21.3	2	0	2
Pitrm1	25	2	23
Zbtb10	36	1	35
Gtdc1	39	3	36
Dcaf17	66	15	51
H2-T24	1	0	1
Gmppa	42	9	33
Ppp1r35	96	77	19
H2-T23	1	1	0
Dcaf15	23	8	15
H2-T22	1	0	1
Eef1d	227	157	70
Ppp1r37	39	16	23
Eef1g	1048	692	356
Dcaf10	12	2	10
Scn5a	1	0	1
Wscd2	9	0	9
Wscd1	31	19	12
Dcaf13	51	38	13
Taz	64	28	36
Atp6v0e2	194	159	35
Dcaf11	69	19	50
Dcaf12	53	28	25
Txnrd1	155	53	102
Ppp1r1b	18	15	3
Txnrd3	8	2	6
RP23-413M14.1	1	0	1
Ppp1r1a	104	99	5
Sfpq	601	187	414
Txnrd2	27	21	6
Zbtb49	4	2	2
Sfr1	401	156	245
Zbtb48	14	6	8
Fam172a	81	26	55
Zbtb46	3	1	2
Cox4i1	1643	1591	52
Zbtb45	39	13	26
Cox4i2	3	3	0
Zbtb44	13	1	12
Zbtb43	10	3	7
Slfn9	3	0	3
Zbtb41	18	0	18
Zbtb40	2	0	2
Dtwd1	15	5	10
Dtwd2	5	5	0
Nr2f6	16	6	10
Tbp	17	6	11
Nr2f2	71	10	61
Cycs	643	627	16
Nr2f1	356	57	299
Cyct	1	0	1
Mcph1	9	0	9
RP24-192B24.4	2	2	0
Rcn3	30	23	7
Tm7sf2	9	4	5
Unc45a	37	5	32
Gmpr2	43	29	14
Gm25780	3	3	0
Rcn1	30	25	5
Rcn2	189	133	56
Tm7sf3	19	11	8
Zbtb39	4	0	4
Zbtb38	29	9	20
Zbtb37	18	2	16
Fam173b	13	9	4
Fam173a	69	43	26
Mcmdc2	3	0	3
Zbtb34	17	0	17
Ckap2	31	16	15
Gm23122	1	1	0
Zbtb33	15	3	12
Gm23121	2	2	0
Ckap5	83	2	81
RP24-69E21.1	3	0	3
Ckap4	86	64	22
Ppp1r11	235	206	29
Ppp1r10	49	10	39
Nr2e1	32	12	20
Ppp1r18	30	20	10
Scn3a	54	0	54
Scn3b	42	21	21
Xrcc6bp1	14	11	3
Cygb	24	17	7
Fam174a	28	28	0
Trmt44	12	7	5
Haghl	86	44	42
Tdg	155	65	90
Fam174b	35	28	7
RP24-226N22.4	2	2	0
RP23-389C9.3	3	3	0
RP23-119P9.3	4	2	2
Pycard	7	2	5
Ppp1r21	20	2	18
RP23-418F10.1	1	1	0
Ppp1r26	4	0	4
Katna1	49	26	23
Spry2	2	0	2
Spry1	4	1	3
Atp6v0d1	206	174	32
Zmiz1os1	2	0	2
RP23-320N1.1	4	2	2
RP23-285C18.2	3	0	3
Fam175b	40	27	13
Tef	36	4	32
Cadps	24	0	24
Fam175a	2	1	1
Spry4	1	0	1
Katnb1	37	12	25
Asb8	23	18	5
Asb7	20	0	20
Sclt1	35	2	33
Asb6	24	17	7
Gm23143	2	2	0
Asb5	2	0	2
RP24-221D13.1	17	0	17
Tek	1	0	1
Asb4	6	0	6
Asb3	38	25	13
Asb1	12	4	8
Lars2	6	2	4
Tes	29	6	23
RP23-169H9.7	105	105	0
Rab3il1	3	1	2
Mycbp2	231	3	228
AC116713.2	29	29	0
Tfg	123	77	46
RP24-168G14.1	1	0	1
Hyou1	10	2	8
Dgcr14	31	19	12
Wsb1	118	58	60
Ift88	21	2	19
Ift81	52	15	37
Ddit4	126	88	38
Wsb2	68	33	35
Ddit3	9	0	9
Ankrd13a	31	8	23
Uba52	5	0	5
Uhrf1	29	12	17
Ankrd13c	24	7	17
Uhrf2	161	59	102
Ankrd13b	63	0	63
Aasdh	9	3	6
Ankrd13d	18	10	8
Ift80	9	1	8
Topors	92	39	53
Bves	2	0	2
Fxyd1	3	3	0
Gad1os	1	0	1
Fxyd2	6	0	6
Fxyd7	5	4	1
Fxyd6	508	405	103
RP23-188H3.3	2	0	2
RP23-9C19.3	8	8	0
Larp7	88	12	76
Morf4l2	459	389	70
Morf4l1	486	311	175
Larp4	31	2	29
Eif4enif1	22	0	22
Larp6	4	4	0
Nprl3	13	3	10
Sfxn2	27	4	23
Nprl2	46	30	16
Sfxn1	140	83	57
Sfxn4	10	7	3
Sfxn3	46	9	37
Fgfr3	11	1	10
RP23-296N5.1	1	1	0
Fgfr4	1	0	1
Sfxn5	3	1	2
Fgfr1	50	8	42
Pabpc1l	9	1	8
Fgfr2	11	0	11
Gcsh	86	74	12
RP23-16O15.2	29	28	1
Eif4a3	180	158	22
RP23-139H6.1	11	11	0
RP23-315C11.5	2	0	2
Eif4a2	578	400	178
Eif4a1	1467	1121	346
RP23-315C11.6	9	0	9
Tk2	24	13	11
Tk1	67	52	15
Dzip3	75	0	75
Dzip1	32	0	32
RP23-186O3.2	11	0	11
Ptrh2	93	78	15
Ptrh1	7	4	3
Cryab	23	23	0
RP24-194F23.2	2	0	2
Gm25395	2	2	0
Szrd1	44	17	27
